WBGene00003539
WBGene00011000
WBGene00019895
WBGene00004492
WBGene00000373
WBGene00017969
WBGene00004444
WBGene00017071
WBGene00004421
WBGene00011966
WBGene00007811
WBGene00000114
WBGene00016907
WBGene00021350
WBGene00017874
WBGene00004429
WBGene00012149
WBGene00004491
WBGene00004417
WBGene00002064
WBGene00013575
WBGene00008506
WBGene00020517
WBGene00014095
WBGene00004477
WBGene00009877
WBGene00021743
WBGene00014258
WBGene00004469
WBGene00000214
WBGene00000283
WBGene00022042
WBGene00011156
WBGene00021487
WBGene00007508
WBGene00004478
WBGene00015332
WBGene00008687
WBGene00018984
WBGene00009347
WBGene00021322
WBGene00021869
WBGene00020268
WBGene00011923
WBGene00006728
WBGene00004433
WBGene00016134
WBGene00004422
WBGene00000212
WBGene00018036
WBGene00004493
WBGene00004449
WBGene00001040
WBGene00004093
WBGene00003055
WBGene00003956
WBGene00004456
WBGene00012339
WBGene00004445
WBGene00004489
WBGene00000788
WBGene00021412
WBGene00012683
WBGene00004439
WBGene00016721
WBGene00010556
WBGene00010037
WBGene00019830
WBGene00000215
WBGene00004479
WBGene00010348
WBGene00004499
WBGene00017591
WBGene00015692
WBGene00004430
WBGene00004409
WBGene00021325
WBGene00008194
WBGene00017499
WBGene00004484
WBGene00045261
WBGene00014955
WBGene00021514
WBGene00004483
WBGene00000230
WBGene00000281
WBGene00009729
WBGene00004427
WBGene00019682
WBGene00021236
WBGene00006439
WBGene00017360
WBGene00004488
WBGene00004490
WBGene00012179
WBGene00008595
WBGene00010133
WBGene00015650
WBGene00008936
WBGene00012768
WBGene00014697
WBGene00019068
WBGene00001240
WBGene00001239
WBGene00001243
WBGene00004214
WBGene00006725
WBGene00004420
WBGene00022089
WBGene00019779
WBGene00004238
WBGene00004426
WBGene00004482
WBGene00016630
WBGene00019368
WBGene00017490
WBGene00017500
WBGene00044081
WBGene00022765
WBGene00010793
WBGene00004485
WBGene00004358
WBGene00014915
WBGene00004432
WBGene00010605
WBGene00006925
WBGene00013308
WBGene00013885
WBGene00022280
WBGene00021742
WBGene00004440
WBGene00000776
WBGene00004448
WBGene00002214
WBGene00011423
WBGene00013875
WBGene00004428
WBGene00012615
WBGene00009115
WBGene00001231
WBGene00001035
WBGene00012739
WBGene00011803
WBGene00002045
WBGene00021852
WBGene00000671
WBGene00002052
WBGene00016644
WBGene00004480
WBGene00004487
WBGene00004424
WBGene00022610
WBGene00000376
WBGene00010204
WBGene00022599
WBGene00015853
WBGene00004425
WBGene00020343
WBGene00022200
WBGene00004476
WBGene00022497
WBGene00017121
WBGene00002891
WBGene00001393
WBGene00007362
WBGene00006926
WBGene00010064
WBGene00004413
WBGene00015280
WBGene00009092
WBGene00009142
WBGene00012911
WBGene00014516
WBGene00018700
WBGene00004995
WBGene00011800
WBGene00013238
WBGene00008149
WBGene00011503
WBGene00015744
WBGene00013958
WBGene00007810
WBGene00014562
WBGene00004446
WBGene00022401
WBGene00011155
WBGene00007620
WBGene00004412
WBGene00009237
WBGene00010909
WBGene00004419
WBGene00001523
WBGene00010901
WBGene00002008
WBGene00002196
WBGene00016610
WBGene00016874
WBGene00005006
WBGene00004875
WBGene00014057
WBGene00001007
WBGene00194906
WBGene00013766
WBGene00001775
WBGene00010227
WBGene00010337
WBGene00012358
WBGene00013734
WBGene00021603
WBGene00019298
WBGene00001167
WBGene00015930
WBGene00004436
WBGene00019473
WBGene00019537
WBGene00004064
WBGene00023489
WBGene00004474
WBGene00010769
WBGene00004481
WBGene00004789
