gene
WBGene00000085
WBGene00001052
WBGene00001053
WBGene00001175
WBGene00001517
WBGene00001518
WBGene00001519
WBGene00002252
WBGene00003807
WBGene00003808
WBGene00003856
WBGene00004776
WBGene00004777
WBGene00004778
WBGene00004779
WBGene00004780
WBGene00005039
WBGene00005047
WBGene00005053
WBGene00005056
WBGene00005076
WBGene00005079
WBGene00005080
WBGene00005081
WBGene00005082
WBGene00005083
WBGene00005085
WBGene00005086
WBGene00005087
WBGene00005088
WBGene00005089
WBGene00005090
WBGene00005091
WBGene00005093
WBGene00005094
WBGene00005095
WBGene00005096
WBGene00005097
WBGene00005098
WBGene00005101
WBGene00005103
WBGene00005104
WBGene00005105
WBGene00005106
WBGene00005107
WBGene00005108
WBGene00005109
WBGene00005110
WBGene00005111
WBGene00005112
WBGene00005114
WBGene00005116
WBGene00005118
WBGene00005119
WBGene00005120
WBGene00005122
WBGene00005124
WBGene00005127
WBGene00005128
WBGene00005129
WBGene00005131
WBGene00005132
WBGene00005133
WBGene00005134
WBGene00005135
WBGene00005136
WBGene00005143
WBGene00005144
WBGene00005146
WBGene00005147
WBGene00005167
WBGene00005168
WBGene00005169
WBGene00005170
WBGene00005171
WBGene00005177
WBGene00005179
WBGene00005181
WBGene00005182
WBGene00005183
WBGene00005184
WBGene00005185
WBGene00005186
WBGene00005188
WBGene00005193
WBGene00005204
WBGene00005240
WBGene00005253
WBGene00005259
WBGene00005261
WBGene00005262
WBGene00005264
WBGene00005282
WBGene00005301
WBGene00005338
WBGene00005345
WBGene00005346
WBGene00005347
WBGene00005348
WBGene00005349
WBGene00005350
WBGene00005351
WBGene00005352
WBGene00005353
WBGene00005354
WBGene00005357
WBGene00005358
WBGene00005361
WBGene00005362
WBGene00005363
WBGene00005364
WBGene00005365
WBGene00005370
WBGene00005382
WBGene00005383
WBGene00005385
WBGene00005386
WBGene00005389
WBGene00005390
WBGene00005392
WBGene00005395
WBGene00005397
WBGene00005398
WBGene00005399
WBGene00005401
WBGene00005402
WBGene00005404
WBGene00005405
WBGene00005406
WBGene00005407
WBGene00005408
WBGene00005412
WBGene00005414
WBGene00005420
WBGene00005421
WBGene00005424
WBGene00005448
WBGene00005450
WBGene00005451
WBGene00005452
WBGene00005476
WBGene00005481
WBGene00005497
WBGene00005502
WBGene00005517
WBGene00005518
WBGene00005525
WBGene00005526
WBGene00005527
WBGene00005528
WBGene00005531
WBGene00005533
WBGene00005538
WBGene00005540
WBGene00005541
WBGene00005542
WBGene00005543
WBGene00005545
WBGene00005546
WBGene00005549
WBGene00005550
WBGene00005551
WBGene00005554
WBGene00005555
WBGene00005557
WBGene00005558
WBGene00005566
WBGene00005572
WBGene00005573
WBGene00005574
WBGene00005575
WBGene00005578
WBGene00005579
WBGene00005581
WBGene00005582
WBGene00005583
WBGene00005591
WBGene00005592
WBGene00005593
WBGene00005594
WBGene00005595
WBGene00005596
WBGene00005597
WBGene00005598
WBGene00005599
WBGene00005601
WBGene00005602
WBGene00005603
WBGene00005604
WBGene00005609
WBGene00005610
WBGene00005611
WBGene00005612
WBGene00005613
WBGene00005614
WBGene00005615
WBGene00005616
WBGene00005617
WBGene00005621
WBGene00005622
WBGene00005625
WBGene00005626
WBGene00005627
WBGene00005628
WBGene00005629
WBGene00005633
WBGene00005634
WBGene00005635
WBGene00005638
WBGene00005639
WBGene00005640
WBGene00005641
WBGene00005674
WBGene00005712
WBGene00005713
WBGene00005715
WBGene00005718
WBGene00005719
WBGene00005720
WBGene00005721
WBGene00005722
WBGene00005723
WBGene00005724
WBGene00005725
WBGene00005726
WBGene00005727
WBGene00005728
WBGene00005730
WBGene00005732
WBGene00005733
WBGene00005735
WBGene00005736
WBGene00005737
WBGene00005738
WBGene00005739
WBGene00005740
WBGene00005741
WBGene00005742
WBGene00005743
WBGene00005744
WBGene00005745
WBGene00005748
WBGene00005749
WBGene00005750
WBGene00005751
WBGene00005753
WBGene00005754
WBGene00005755
WBGene00005756
WBGene00005757
WBGene00005758
WBGene00005759
WBGene00005760
WBGene00005761
WBGene00005762
WBGene00005763
WBGene00005764
WBGene00005766
WBGene00005767
WBGene00005768
WBGene00005769
WBGene00005770
WBGene00005771
WBGene00005773
WBGene00005776
WBGene00005777
WBGene00005778
WBGene00005779
WBGene00005780
WBGene00005781
WBGene00005782
WBGene00005783
WBGene00005785
WBGene00005786
WBGene00005787
WBGene00005788
WBGene00005789
WBGene00005790
WBGene00005791
WBGene00005794
WBGene00005795
WBGene00005798
WBGene00005800
WBGene00005801
WBGene00005802
WBGene00005803
WBGene00005804
WBGene00005805
WBGene00005806
WBGene00005807
WBGene00005808
WBGene00005809
WBGene00005810
WBGene00005812
WBGene00005813
WBGene00005814
WBGene00005815
WBGene00005816
WBGene00005818
WBGene00005819
WBGene00005820
WBGene00005822
WBGene00005823
WBGene00005824
WBGene00005826
WBGene00005829
WBGene00005830
WBGene00005831
WBGene00005832
WBGene00005834
WBGene00005835
WBGene00005836
WBGene00005837
WBGene00005838
WBGene00005841
WBGene00005842
WBGene00005844
WBGene00005845
WBGene00005846
WBGene00005847
WBGene00005848
WBGene00005849
WBGene00005850
WBGene00005854
WBGene00005855
WBGene00005856
WBGene00005858
WBGene00005859
WBGene00005860
WBGene00005862
WBGene00005864
WBGene00005865
WBGene00005866
WBGene00005867
WBGene00005868
WBGene00005869
WBGene00005870
WBGene00005871
WBGene00005874
WBGene00005876
WBGene00005877
WBGene00005879
WBGene00005880
WBGene00005881
WBGene00005882
WBGene00005883
WBGene00005884
WBGene00005885
WBGene00005886
WBGene00005887
WBGene00005888
WBGene00005889
WBGene00005890
WBGene00005891
WBGene00005892
WBGene00005893
WBGene00005894
WBGene00005895
WBGene00005896
WBGene00005897
WBGene00005898
WBGene00005899
WBGene00005900
WBGene00005901
WBGene00005903
WBGene00005904
WBGene00005905
WBGene00005907
WBGene00005908
WBGene00005909
WBGene00005910
WBGene00005911
WBGene00005912
WBGene00005913
WBGene00005914
WBGene00005915
WBGene00005917
WBGene00005919
WBGene00005920
WBGene00005922
WBGene00005923
WBGene00005924
WBGene00005925
WBGene00005926
WBGene00005927
WBGene00005929
WBGene00005930
WBGene00005931
WBGene00005932
WBGene00005933
WBGene00005934
WBGene00005935
WBGene00005936
WBGene00005937
WBGene00005938
WBGene00005939
WBGene00005941
WBGene00005942
WBGene00005944
WBGene00005945
WBGene00005946
WBGene00005947
WBGene00005949
WBGene00005950
WBGene00005951
WBGene00005953
WBGene00005954
WBGene00005955
WBGene00005956
WBGene00005957
WBGene00005958
WBGene00005959
WBGene00005964
WBGene00005967
WBGene00005968
WBGene00005969
WBGene00005971
WBGene00005973
WBGene00005975
WBGene00005976
WBGene00005977
WBGene00005978
WBGene00005979
WBGene00005980
WBGene00005981
WBGene00005983
WBGene00005984
WBGene00005986
WBGene00005987
WBGene00005988
WBGene00005989
WBGene00005992
WBGene00005993
WBGene00005995
WBGene00005996
WBGene00005999
WBGene00006001
WBGene00006004
WBGene00006005
WBGene00006006
WBGene00006007
WBGene00006008
WBGene00006009
WBGene00006010
WBGene00006011
WBGene00006012
WBGene00006013
WBGene00006025
WBGene00006028
WBGene00006069
WBGene00006070
WBGene00006071
WBGene00006072
WBGene00006073
WBGene00006074
WBGene00006075
WBGene00006076
WBGene00006077
WBGene00006078
WBGene00006080
WBGene00006081
WBGene00006082
WBGene00006083
WBGene00006084
WBGene00006085
WBGene00006086
WBGene00006087
WBGene00006090
WBGene00006092
WBGene00006093
WBGene00006094
WBGene00006097
WBGene00006098
WBGene00006099
WBGene00006102
WBGene00006103
WBGene00006104
WBGene00006105
WBGene00006106
WBGene00006108
WBGene00006109
WBGene00006110
WBGene00006111
WBGene00006112
WBGene00006113
WBGene00006120
WBGene00006121
WBGene00006122
WBGene00006124
WBGene00006125
WBGene00006126
WBGene00006127
WBGene00006128
WBGene00006129
WBGene00006130
WBGene00006131
WBGene00006133
WBGene00006134
WBGene00006135
WBGene00006137
WBGene00006138
