gene
WBGene00000049
WBGene00000099
WBGene00000301
WBGene00000479
WBGene00000522
WBGene00000679
WBGene00000740
WBGene00000776
WBGene00000836
WBGene00001533
WBGene00001543
WBGene00001571
WBGene00001581
WBGene00001759
WBGene00001898
WBGene00001993
WBGene00002090
WBGene00002104
WBGene00002178
WBGene00002259
WBGene00002273
WBGene00003001
WBGene00003224
WBGene00003258
WBGene00003482
WBGene00003514
WBGene00003521
WBGene00003522
WBGene00003738
WBGene00003813
WBGene00003877
WBGene00003955
WBGene00003957
WBGene00003977
WBGene00004020
WBGene00004078
WBGene00004103
WBGene00004239
WBGene00004506
WBGene00004795
WBGene00004802
WBGene00004814
WBGene00004815
WBGene00004817
WBGene00005232
WBGene00006126
WBGene00006268
WBGene00006342
WBGene00006609
WBGene00006698
WBGene00006915
WBGene00006926
WBGene00006927
WBGene00006928
WBGene00006929
WBGene00007153
WBGene00007215
WBGene00007319
WBGene00007320
WBGene00007362
WBGene00007430
WBGene00007447
WBGene00007455
WBGene00007508
WBGene00007509
WBGene00007533
WBGene00007602
WBGene00007626
WBGene00007656
WBGene00007717
WBGene00007833
WBGene00007864
WBGene00007867
WBGene00007872
WBGene00007873
WBGene00007875
WBGene00007876
WBGene00008026
WBGene00008092
WBGene00008119
WBGene00008199
WBGene00008316
WBGene00008377
WBGene00008378
WBGene00008478
WBGene00008584
WBGene00008741
WBGene00008784
WBGene00009237
WBGene00009374
WBGene00009404
WBGene00009429
WBGene00009431
WBGene00009433
WBGene00009434
WBGene00009475
WBGene00009592
WBGene00009685
WBGene00009791
WBGene00009897
WBGene00009898
WBGene00009971
WBGene00009991
WBGene00010070
WBGene00010125
WBGene00010127
WBGene00010128
WBGene00010149
WBGene00010158
WBGene00010196
WBGene00010204
WBGene00010234
WBGene00010266
WBGene00010362
WBGene00010405
WBGene00010477
WBGene00010495
WBGene00010605
WBGene00010657
WBGene00010659
WBGene00010660
WBGene00010745
WBGene00010746
WBGene00011262
WBGene00011398
WBGene00011475
WBGene00011651
WBGene00011713
WBGene00011803
WBGene00011805
WBGene00011808
WBGene00011811
WBGene00011816
WBGene00011979
WBGene00012018
WBGene00012021
WBGene00012201
WBGene00012340
WBGene00012552
WBGene00012592
WBGene00012615
WBGene00012616
WBGene00012618
WBGene00012798
WBGene00012837
WBGene00012916
WBGene00012974
WBGene00013234
WBGene00013285
WBGene00013391
WBGene00013392
WBGene00013394
WBGene00013721
WBGene00013722
WBGene00013773
WBGene00013794
WBGene00013940
WBGene00014073
WBGene00014074
WBGene00014136
WBGene00014138
WBGene00014516
WBGene00014903
WBGene00015028
WBGene00015112
WBGene00015259
WBGene00015400
WBGene00015469
WBGene00015710
WBGene00015802
WBGene00015814
WBGene00015933
WBGene00015940
WBGene00016061
WBGene00016103
WBGene00016118
WBGene00016120
WBGene00016326
WBGene00016453
WBGene00016457
WBGene00016534
WBGene00016701
WBGene00016823
WBGene00017184
WBGene00017431
WBGene00017490
WBGene00017498
WBGene00017548
WBGene00017571
WBGene00017762
WBGene00017892
WBGene00017930
WBGene00018059
WBGene00018106
WBGene00018222
WBGene00018236
WBGene00018256
WBGene00018438
WBGene00018488
WBGene00018540
WBGene00018643
WBGene00018746
WBGene00018823
WBGene00018970
WBGene00018971
WBGene00019017
WBGene00019280
WBGene00019441
WBGene00019565
WBGene00019682
WBGene00019738
WBGene00019760
WBGene00019893
WBGene00020399
WBGene00020544
WBGene00020579
WBGene00021034
WBGene00021060
WBGene00021186
WBGene00021192
WBGene00021224
WBGene00021518
WBGene00021774
WBGene00022560
WBGene00022610
WBGene00022644
WBGene00022645
WBGene00022850
WBGene00022856
WBGene00022888
