gene
WBGene00000752
WBGene00003658
WBGene00010163
WBGene00003444
WBGene00022200
WBGene00013406
WBGene00011176
WBGene00003465
WBGene00004020
WBGene00010655
WBGene00006646
WBGene00000667
WBGene00009645
WBGene00009551
WBGene00011456
WBGene00013947
WBGene00003762
WBGene00001692
WBGene00010008
WBGene00012307
WBGene00008824
WBGene00003612
WBGene00003449
WBGene00000984
WBGene00013477
WBGene00000753
WBGene00013083
WBGene00017132
WBGene00006053
WBGene00000525
WBGene00019026
WBGene00005002
WBGene00007684
WBGene00009501
WBGene00020340
WBGene00013144
WBGene00001784
WBGene00010767
WBGene00004245
WBGene00020049
WBGene00043187
WBGene00002249
WBGene00007472
WBGene00011112
WBGene00009626
WBGene00003093
WBGene00019289
WBGene00021986
WBGene00013502
WBGene00008495
WBGene00014260
WBGene00008375
WBGene00009429
WBGene00016333
WBGene00012087
WBGene00015078
WBGene00007986
WBGene00000989
WBGene00013078
WBGene00001515
WBGene00010277
WBGene00006601
WBGene00006627
WBGene00006765
WBGene00007354
WBGene00009002
WBGene00019406
WBGene00022426
WBGene00016274
WBGene00004902
WBGene00010091
WBGene00021463
WBGene00017058
WBGene00011753
WBGene00009018
WBGene00013986
WBGene00000716
WBGene00013275
WBGene00015689
WBGene00022532
WBGene00013300
WBGene00005992
WBGene00000553
WBGene00003469
WBGene00008987
WBGene00011214
WBGene00013321
WBGene00016722
WBGene00021148
WBGene00006587
WBGene00011713
WBGene00021230
WBGene00019564
WBGene00005278
WBGene00019531
WBGene00044684
WBGene00006057
WBGene00016318
WBGene00000779
WBGene00017218
WBGene00012291
WBGene00003763
WBGene00000179
WBGene00000757
WBGene00000255
WBGene00010225
WBGene00001739
WBGene00016410
WBGene00020893
WBGene00015653
WBGene00007947
