gene
WBGene00000289
WBGene00000396
WBGene00000424
WBGene00000437
WBGene00000440
WBGene00000478
WBGene00000481
WBGene00000527
WBGene00000561
WBGene00000777
WBGene00000830
WBGene00000834
WBGene00000837
WBGene00000858
WBGene00000907
WBGene00000961
WBGene00000998
WBGene00001008
WBGene00001163
WBGene00001164
WBGene00001165
WBGene00001178
WBGene00001208
WBGene00001210
WBGene00001231
WBGene00001328
WBGene00001475
WBGene00001499
WBGene00001579
WBGene00001580
WBGene00001950
WBGene00001973
WBGene00001980
WBGene00002003
WBGene00002029
WBGene00002031
WBGene00002081
WBGene00002178
WBGene00002181
WBGene00002215
WBGene00002243
WBGene00002276
WBGene00002335
WBGene00002717
WBGene00002881
WBGene00002988
WBGene00003000
WBGene00003006
WBGene00003024
WBGene00003040
WBGene00003060
WBGene00003068
WBGene00003106
WBGene00003111
WBGene00003136
WBGene00003144
WBGene00003185
WBGene00003239
WBGene00003243
WBGene00003247
WBGene00003368
WBGene00003374
WBGene00003380
WBGene00003495
WBGene00003524
WBGene00003777
WBGene00003856
WBGene00003911
WBGene00004011
WBGene00004047
WBGene00004048
WBGene00004057
WBGene00004110
WBGene00004140
WBGene00004202
WBGene00004206
WBGene00004215
WBGene00004257
WBGene00004287
WBGene00004389
WBGene00004429
WBGene00004457
WBGene00004719
WBGene00004727
WBGene00004729
WBGene00004749
WBGene00004773
WBGene00004783
WBGene00004854
WBGene00004875
WBGene00004889
WBGene00004890
WBGene00004932
WBGene00004945
WBGene00006349
WBGene00006365
WBGene00006366
WBGene00006410
WBGene00006423
WBGene00006498
WBGene00006525
WBGene00006526
WBGene00006528
WBGene00006536
WBGene00006537
WBGene00006546
WBGene00006575
WBGene00006584
WBGene00006654
WBGene00006744
WBGene00006745
WBGene00006746
WBGene00006752
WBGene00006756
WBGene00006764
WBGene00006766
WBGene00006769
WBGene00006770
WBGene00006773
WBGene00006775
WBGene00006776
WBGene00006780
WBGene00006785
WBGene00006786
WBGene00006788
WBGene00006789
WBGene00006802
WBGene00006803
WBGene00006804
WBGene00006805
WBGene00006808
WBGene00006818
WBGene00006824
WBGene00006831
WBGene00006840
WBGene00006843
WBGene00006852
WBGene00006853
WBGene00006868
WBGene00006869
WBGene00006870
WBGene00006874
WBGene00006890
WBGene00006893
WBGene00006922
WBGene00006957
WBGene00006958
WBGene00006970
WBGene00007009
WBGene00007018
WBGene00007261
WBGene00007704
WBGene00007750
WBGene00008183
WBGene00008663
WBGene00008684
WBGene00009094
WBGene00009254
WBGene00009378
WBGene00009958
WBGene00009977
WBGene00010160
WBGene00010497
WBGene00010556
WBGene00010641
WBGene00010654
WBGene00011345
WBGene00011783
WBGene00011986
WBGene00012109
WBGene00012639
WBGene00013220
WBGene00013225
WBGene00013408
WBGene00013542
WBGene00013680
WBGene00013693
WBGene00013695
WBGene00013696
WBGene00013720
WBGene00014074
WBGene00014964
WBGene00015009
WBGene00015011
WBGene00015429
WBGene00015583
WBGene00015632
WBGene00015907
WBGene00016063
WBGene00016752
WBGene00017137
WBGene00018512
WBGene00018525
WBGene00018530
WBGene00018802
WBGene00019683
WBGene00020350
WBGene00020693
WBGene00020712
WBGene00020989
WBGene00021329
WBGene00021681
WBGene00021915
WBGene00022129
WBGene00022277
WBGene00022388
WBGene00022389
WBGene00022635
WBGene00022834
WBGene00023313
WBGene00043948
WBGene00044068
WBGene00044072
WBGene00044670
WBGene00045218
WBGene00045487
WBGene00171984
WBGene00194703
WBGene00220138
