,index,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
3021,1878,1879,C33D9.1d,0.008029759000000001,0.09030488800000001,-3.49089132,1.316911999,2.90469146,4.722484863,2.3728169340000003,-1.353645138,0.228568887,0.228568887,WBGene00001366,exc-5
10237,1234,1235,F59E11.8b,0.002318282,0.039688606,-3.39218508,1.113614585,1.2513730920000001,3.036986735,0.877811327,0.98239484,0.867715725,0.98239484,WBGene00019114,nhr-194
4051,1281,1282,C49A9.9b,0.0027123629999999998,0.044732835,-3.3823403689999996,1.1279787479999999,0.925409622,2.975511369,0.78113763,0.856491375,1.1273664540000001,1.1273664540000001,WBGene00016763,C49A9.9
8655,1443,1444,F46F3.4b,0.0037475620000000003,0.054871674,-3.336274195,1.150969587,5.542474552000001,3.5013275389999996,1.9501606059999999,-0.976249543,0.036935881000000004,0.036935881000000004,WBGene00000146,ape-1
14250,1054,1055,T12G3.2c.1,0.001435289,0.028771988,-3.277046695,1.028106389,3.949790505,4.16295649,1.338248134,0.247255986,0.104578936,0.247255986,WBGene00011738,T12G3.2
17797,1473,1474,Y46H3A.5,0.0040033740000000005,0.05742424,-3.274291106,1.137737899,3.5564052569999998,3.870751937,0.122450653,1.8192206359999998,0.138124672,1.8192206359999998,WBGene00021601,Y46H3A.5
20463,1025,1026,ZK131.11a,0.0013195,0.02719122,-3.2532380610000002,1.012931933,4.280523489,3.0131254210000002,0.545690716,0.993355935,0.083249373,0.993355935,WBGene00013934,ZK131.11
3320,724,725,C36B1.6b,0.00042589999999999994,0.012404085,-3.2404583639999998,0.91967238,2.505470095,2.7770195230000003,0.954642932,0.031859744,0.314052997,0.314052997,WBGene00007973,C36B1.6
3658,1423,1424,C43G2.4.2,0.003620988,0.053763294,-3.202347219,1.1006819429999999,2.60105248,2.44594391,1.5263254880000001,-0.536520529,0.290925621,0.290925621,WBGene00016613,best-9
15585,714,715,W02B9.1c.2,0.000407264,0.012043047,-3.1640979939999996,0.8949932840000001,4.637036848999999,2.090425043,1.1360607409999999,-0.25867944800000003,0.06545872700000001,0.06545872700000001,WBGene00001980,hmr-1
5066,1925,1926,F01G4.2b.2,0.008574489,0.094111069,-3.087888664,1.174741209,5.524673719,3.097688531,2.032627535,-0.275623446,0.037397829,0.037397829,WBGene00000181,ard-1
18710,902,903,Y55F3AM.7c,0.0008536269999999999,0.019986969,-3.0565720460000003,0.916570042,2.7610911639999998,2.748158547,0.40039042399999997,0.85976054,0.25610666,0.85976054,WBGene00043705,egrh-2
14075,590,591,T10C6.15a,0.000207286,0.007415656999999999,-3.033442664,0.8176468029999999,2.903081945,2.0067309819999997,0.242617015,0.7602024279999999,0.228859777,0.7602024279999999,WBGene00050899,T10C6.15
5039,1636,1637,F01F1.5.1,0.005394863000000001,0.069668645,-2.981282803,1.0714560229999999,5.837467125,2.392039581,1.692233642,-0.127961179,0.029793372000000002,0.029793372000000002,WBGene00001057,dpf-4
10292,1792,1793,F59H6.5,0.007063446,0.083286287,-2.945469812,1.093410092,1.827094802,3.861615265,1.24939778,0.115097059,0.5439206639999999,0.5439206639999999,WBGene00019136,F59H6.5
2626,555,556,C27A7.8b,0.000158234,0.006017154,-2.9290979339999996,0.775349403,3.9937019730000003,1.8354274169999998,0.018503581,0.8832464640000001,0.10145923300000001,0.8832464640000001,WBGene00007758,C27A7.8
2625,554,555,C27A7.8a,0.000158234,0.006017154,-2.9290979339999996,0.775349403,3.9937019730000003,1.8354274169999998,0.018503581,0.8832464640000001,0.10145923300000001,0.8832464640000001,WBGene00007758,C27A7.8
2023,432,433,C16C4.15,5.96e-05,0.002912156,-2.8774524089999995,0.716812751,1.76017597,1.6010565780000001,0.19638048600000002,0.16443792599999998,0.574350295,0.574350295,WBGene00015839,math-10
18711,1654,1655,Y55F3AM.7d,0.00555266,0.070936493,-2.8760511760000003,1.037128333,3.226642688,3.511291757,0.323585063,1.289867707,0.177464685,1.289867707,WBGene00043705,egrh-2
7953,3,4,F40B1.1,1.25e-24,6.63e-21,-2.8615303489999997,0.279325848,4.753758395,2.9495452089999996,0.024121566,0.092912828,0.060819987,0.092912828,WBGene00018223,bath-13
4050,1876,1877,C49A9.9a.2,0.008005649,0.090138119,-2.8582957089999996,1.0778572240000002,1.306581377,3.28720367,0.912785856,-0.155065661,0.8298784359999999,0.8298784359999999,WBGene00016763,C49A9.9
1461,13,14,C08F11.7,1.27e-17,1.89e-14,-2.7496871069999997,0.321729934,3.834270427,1.962549535,0.04195911099999999,0.039877643,0.113306115,0.113306115,WBGene00007454,C08F11.7
12897,1776,1777,R11F4.2b,0.006850125,0.081503764,-2.730411737,1.009751278,0.954653405,2.154163001,0.428070355,0.27675372600000003,1.1013261090000002,1.1013261090000002,WBGene00020008,R11F4.2
10501,64,65,H23L24.5,1.58e-09,5.15e-07,-2.682600619,0.44445438600000003,4.3703616080000005,1.939556385,0.035620652,0.260688899,0.078180777,0.260688899,WBGene00004052,pme-4
19665,866,867,Y74C10AR.2,0.000766222,0.018695842,-2.658226976,0.7900299009999999,1.411667384,1.8790091519999998,0.173985705,0.598032366,0.7622351620000001,0.7622351620000001,WBGene00022282,Y74C10AR.2
13467,1606,1607,T04C12.5.1,0.005168457,0.0680396,-2.6549735269999997,0.949444995,1.69349409,3.051420213,0.47013182200000003,0.882036877,0.606357501,0.882036877,WBGene00000064,act-2
14076,384,385,T10C6.15b,3.69e-05,0.0020265070000000003,-2.564662305,0.6215749429999999,3.1651232539999996,1.5583483969999998,0.39331247399999997,0.05122846,0.18622064,0.18622064,WBGene00050899,T10C6.15
13812,1661,1662,T07D1.1c,0.005623335,0.07146632900000001,-2.558245556,0.923896995,1.567483205,2.155950744,0.570131388,0.710247098,0.671740294,0.710247098,WBGene00001551,gcy-31
6130,521,522,F17E9.3,0.000127785,0.005173424,-2.550179883,0.665723662,2.588233362,2.308378585,0.110566879,0.5542151120000001,0.293920953,0.5542151120000001,WBGene00017540,F17E9.3
